Comment,Designator,Footprint,LCSC Part #
SK6805-EC15,LED1 LED2 LED3 LED4 LED5 LED6 LED7 LED8 LED9 LED10 LED11 LED12 LED13 LED14 LED15 LED16 LED17 LED18 LED19 LED20 LED21 LED22 LED23 LED24 LED25 LED26 LED27 LED28 LED29 LED30 LED31 LED32 LED33 LED34 LED35 LED36 LED37 LED38 LED39 LED40 LED41 LED42 LED43 LED44 LED45 LED46 LED47 LED48 LED49 LED50 LED51 LED52 LED53 LED54 LED55 LED56 LED57 LED58 LED59 LED60 LED61 LED62 LED63 LED64 LED65 LED66 LED67 LED68 LED69 LED70 LED71 LED72 LED73 LED74 LED75 LED76 LED77 LED78 LED79 LED80 LED81 LED82 LED83 LED84 LED85 LED86 LED87 LED88 LED89 LED90 LED91 LED92 LED93 LED94 LED95 LED96 LED97 LED98 LED99 LED100 LED101 LED102 LED103 LED104 LED105 LED106 LED107 LED108 LED109 LED110 LED111 LED112 LED113 LED114 LED115 LED116 LED117 LED118 LED119 LED120 LED121 LED122 LED123 LED124 LED125 LED126 LED127 LED128 LED129 LED130 LED131 LED132 LED133 LED134 LED135 LED136 LED137 LED138 LED139 LED140 LED141 LED142 LED143 LED144 LED145 LED146 LED147 LED148 LED149 LED150 LED151 LED152 LED153 LED154 LED155 LED156 LED157 LED158 LED159 LED160 LED161 LED162 LED163 LED164 LED165 LED166 LED167 LED168 LED169 LED170 LED171 LED172 LED173 LED174 LED175 LED176 LED177 LED178 LED179 LED180 LED181 LED182 LED183 LED184 LED185 LED186 LED187 LED188 LED189 LED190 LED191 LED192 LED193 LED194 LED195 LED196 LED197 LED198 LED199 LED200 LED201 LED202 LED203 LED204 LED205 LED206 LED207 LED208 LED209 LED210 LED211 LED212 LED213 LED214 LED215 LED216 LED217 LED218 LED219 LED220 LED221 LED222 LED223 LED224 LED225 LED226 LED227 LED228 LED229 LED230 LED231 LED232 LED233 LED234 LED235 LED236 LED237 LED238 LED239 LED240 LED241 LED242 LED243 LED244 LED245 LED246 LED247 LED248 LED249 LED250 LED251 LED252 LED253 LED254 LED255 LED256,SK6805-EC15,C2890035
